GENDER	AGE	MEMBER POL. PARTY	INFO: PRESS	INFO: TV RADIO	INFO: POL. MEETING	INFO: PARTY PRESS	INFO: ELECT. PUBLICATION	INFO: CONVERSATION	INFO: NOT INTERESTED	STATE AND MASS MEDIA	RESULT INFLUEN.VOTING	WHICH PARTY LAST ELECT.
Male	42	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	57	Not a member	No	Yes	No	No	No	Yes	No	NA	No	HDZ
Female	68	Not a member	No	Yes	No	No	No	Yes	No	NA	No	HDZ
Female	20	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	54	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	38	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	HDZ
Male	33	HKDS	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	Yes	HDZ
Male	22	HDZ	Yes	Yes	No	Yes	No	No	No	The state should have strong influen	No	HDZ
Male	31	HKDS	No	No	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	HDZ
Male	31	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	HDZ
Male	22	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	22	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	30	Not a member	NA	NA	NA	Yes	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	31	Not a member	NA	NA	NA	NA	NA	NA	Yes	The state should have limited influe	No	NA
Female	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	18	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	25	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	25	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	29	HDZ	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	40	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	27	HDZ	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Female	50	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	37	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	52	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	56	Not a member	Yes	Yes	No	Yes	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	53	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	46	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	28	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	85	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	60	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	36	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	I did not vote
Male	74	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	Yes	Koalicija narodnog sporazuma  Hrvats
Female	58	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Male	39	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	36	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	51	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	47	Not a member	Yes	No	No	No	No	Yes	No	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	52	HSLS	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	47	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Female	81	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	38	SSH	Yes	Yes	Yes	Yes	Yes	Yes	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	20	HDZ	Yes	Yes	Yes	Yes	Yes	Yes	NA	The state should have strong influen	No	HDZ
Male	49	HDZ	Yes	Yes	Yes	No	No	No	NA	The state should have strong influen	No	HDZ
Female	46	Not a member	Yes	NA	NA	NA	Yes	NA	NA	NA	No	I did not vote
Male	23	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Male	25	Not a member	No	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	25	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	NA	Savez komunista Hrvatske - Stranka d
Female	56	SDP	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	19	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	27	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	34	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	38	HDZ	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should have strong influen	Yes	HDZ
Female	23	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	31	Not a member	Yes	Yes	NA	NA	NA	Yes	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	53	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Female	45	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Female	24	HSLS	Yes	Yes	Yes	No	No	Yes	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	26	Not a member	Yes	Yes	Yes	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	27	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	Savez zelenih Hrvatske  Zelelna akci
Male	24	Other party:	Yes	Yes	Yes	Yes	Yes	Yes	No	The state should not intervene in th	No	I did not vote
Female	20	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	I did not vote
Male	21	HSLS	Yes	Yes	Yes	Yes	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	57	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	53	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Female	45	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	25	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Male	49	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	60	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	34	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	46	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	18	Other party:	Yes	Yes	Yes	No	Yes	No	No	The state should not intervene in th	No	HDZ
Female	90	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	49	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	83	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	HDZ
Male	24	Other party:	Yes	Yes	Yes	Yes	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	52	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	50	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	32	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	34	HDZ	Yes	Yes	Yes	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Male	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	For the independent candidate
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	28	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	45	Other party:	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	47	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Male	42	HDZ	Yes	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	25	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	75	Not a member	NA	Yes	No	No	No	Yes	NA	NA	No	HDZ
Male	21	Not a member	Yes	No	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	18	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	25	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	I did not vote
Female	23	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	88	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	46	Not a member	No	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	HDZ
Female	23	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	53	Not a member	Yes	Yes	NA	NA	NA	NA	NA	The state should have limited influe	No	HDZ
Male	24	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	21	Not a member	No	Yes	No	No	No	No	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	61	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	85	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	56	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	58	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	Socijalisticki savez - Savez socijal
Male	26	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	27	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	46	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	22	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	36	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	47	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	40	Not a member	NA	Yes	NA	NA	NA	NA	NA	The state should not intervene in th	No	HDZ
Male	47	HSP	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	53	HDZ	Yes	Yes	No	Yes	Yes	No	No	The state should have limited influe	No	HDZ
Male	22	HDZ	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	18	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	20	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have strong influen	No	I did not vote
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	53	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	22	Not a member	Yes	Yes	No	No	No	No	No	The state should have strong influen	No	HDZ
Female	55	Not a member	No	No	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Male	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	18	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have strong influen	No	HDZ
Female	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	81	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	28	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	20	Not a member	Yes	Yes	No	Yes	Yes	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	61	Not a member	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	67	Not a member	Yes	Yes	No	No	Yes	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	27	HSP	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	45	Other party:	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	33	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	63	Not a member	No	Yes	No	No	Yes	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have strong influen	No	Koalicija narodnog sporazuma  Hrvats
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	31	SDP	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	22	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	I did not vote
Male	66	Not a member	No	Yes	No	No	No	No	Yes	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	34	HDZ	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	39	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	56	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	40	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	35	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	61	Not a member	Yes	NA	NA	NA	NA	NA	NA	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	41	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Male	32	Other party:	NA	NA	NA	NA	Yes	NA	NA	The state should not intervene in th	No	Other party:
Female	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	64	Not a member	Yes	Yes	No	Yes	No	No	No	The state should have limited influe	No	HDZ
Female	49	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	43	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	I did not vote
Female	49	Not a member	Yes	Yes	No	No	Yes	Yes	No	The state should have limited influe	No	HDZ
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	40	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Male	23	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Male	61	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	47	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Male	42	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	40	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	19	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	26	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	49	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Female	48	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Male	24	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	23	Not a member	Yes	Yes	No	Yes	No	No	No	The state should not intervene in th	No	HDZ
Female	35	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	46	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	For the independent candidate
Male	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Koalicija narodnog sporazuma  Hrvats
Female	32	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	50	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	41	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	40	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	43	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	37	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Female	67	Not a member	Yes	Yes	No	Yes	No	Yes	Yes	The state should have limited influe	No	HDZ
Male	25	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	I did not vote
Female	59	Not a member	No	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Female	44	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	40	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Male	37	Not a member	Yes	No	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Male	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	31	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	22	Not a member	Yes	No	No	No	No	Yes	No	The state should have strong influen	No	I did not vote
Female	24	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	I did not vote
Female	29	Not a member	No	Yes	No	No	Yes	Yes	Yes	The state should have strong influen	No	HDZ
Female	30	HDZ	No	Yes	No	No	No	Yes	No	The state should have strong influen	No	HDZ
Female	27	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	30	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	37	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	65	HDZ	Yes	Yes	Yes	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Male	61	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	33	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	38	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	68	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	42	Not a member	Yes	Yes	No	No	No	No	No	The state should have strong influen	No	HDZ
Female	32	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Male	33	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	87	Not a member	Yes	Yes	No	Yes	No	Yes	No	The state should not intervene in th	No	HDZ
Male	26	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should not intervene in th	No	HDZ
Male	29	Not a member	Yes	Yes	No	No	No	Yes	Yes	The state should have limited influe	No	HDZ
Female	44	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	Yes	HDZ
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	56	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	Yes	Koalicija narodnog sporazuma  Hrvats
Female	85	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	42	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	29	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	59	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Koalicija narodnog sporazuma  Hrvats
Female	30	HDZ	Yes	Yes	No	No	No	No	No	The state should have strong influen	No	HDZ
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	50	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	24	Not a member	No	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	23	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	HDZ
Female	44	Not a member	No	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	31	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	59	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	HDZ
Female	21	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	37	HDZ	Yes	Yes	Yes	No	No	No	No	The state should have limited influe	No	HDZ
Male	29	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	86	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Male	40	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Socijalisticki savez - Savez socijal
Male	26	HSP	Yes	Yes	Yes	No	Yes	Yes	No	The state should not intervene in th	No	HDZ
Female	43	SDP	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	48	Not a member	Yes	Yes	No	No	No	Yes	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	30	SDP	No	Yes	No	No	No	No	No	The state should have limited influe	No	I did not vote
Female	36	Not a member	Yes	Yes	No	No	No	Yes	No	The state should have limited influe	No	I did not vote
Female	57	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	60	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Male	36	HDZ	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	HDZ
Female	50	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
Female	47	Not a member	Yes	Yes	No	No	No	No	No	The state should have limited influe	No	HDZ
Female	50	Not a member	Yes	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Male	30	Not a member	Yes	Yes	Yes	No	No	Yes	No	The state should not intervene in th	No	HDZ
Male	19	Not a member	No	Yes	No	No	No	No	No	The state should not intervene in th	No	Savez komunista Hrvatske - Stranka d
Female	55	Not a member	No	Yes	No	No	No	No	No	The state should have limited influe	No	Savez komunista Hrvatske - Stranka d
